STRUCTURE;STRUCTURE_ID;STRUCTURE_NAME;ACTION;FREQ;Fréquence;GEO_PICT;Pays et territoires insulaires du Pacifique;INDICATOR;Indicateur;SEX;Sexe;AGE;Âge;URBANIZATION;Urbanisation;DISABILITY;Invalidité;COMPOSITE_BREAKDOWN;Ventilation composite;TIME_PERIOD;Période;OBS_VALUE;Valeur observée;UNIT_MEASURE;Unité de mesure;UNIT_MULT;Multiplicateur d'unités;OBS_STATUS;Statut de l'observation;OBS_COMMENT;Commentaire;DATA_SOURCE;Source de données
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MP;Îles Mariannes du Nord;NMDI0293;Proportion d'écoliers ayant commencé la première année d'études primaires qui terminent l'école primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;0;;;;;;;;Available Date insuficient or have limitations to derive target results.  However, info from Censuses could yield results.;;;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;TV;Tuvalu;NMDI0429;Taux d'abandon (DR);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2016;;2.6;;;;;;;;"TEMIS 2016 (98 dropped"" statuses / 3787 SGCA roll)""";;;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;1990;;0;;;;;;;;;;;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;1999;;101;;;;;;;;;;UNSD MDG Indicators Database;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2002;;104;;;;;;;;;;Kiribati - MOE - Digest of Education Statistics 2005;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2003;;100;;;;;;;;;;Kiribati - MOE - Digest of Education Statistics 2005;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2004;;103;;;;;;;;;;Kiribati - MOE - Digest of Education Statistics 2005;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2005;;101;;;;;;;;;;Kiribati - MOE - Digest of Education Statistics 2008;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2006;;98;;;;;;;;;;Kiribati - MOE - Digest of Education Statistics 2008;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2007;;101;;;;;;;;;;Kiribati - MOE - Digest of Education Statistics 2008;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2008;;101;;;;;;;;;;Kiribati - MOE - Digest of Education Statistics 2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2009;;101;;;;;;;;;;Kiribati - MOE - Digest of Education Statistics 2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2010;;103;;;;;;;;;;Kiribati - MoE - Digest of Education Statistics 2010;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2011;;101;;;;;;;;;;Kiribati - MOE - Digest of Education Statistics 2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;99;;;;;;;;;;Kiribati - MOE Digest of Education Statistics 2012;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;98;;;;;;;;;;Kiribati - MOE Digest of Education Statistics 2014;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;101;;;;;;;;From KEMIS Online;;;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2016;;103;;;;;;;;;;KEMIS onlineGPI-GER;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FJ;Fidji;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2009;;96.6;;;;;;;;;;Fiji - MOE - 2012-2014 Education Sector Strategic Development Plan;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FJ;Fidji;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2010;;93.8;;;;;;;;;;Fiji - MOE - 2012-2014 Education Sector Strategic Development Plan;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FJ;Fidji;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2011;;96;;;;;;;;;;Fiji - MOE - 2012-2014 Education Sector Strategic Development Plan;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FJ;Fidji;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;92.2;;;;;;;;;;Fiji - Ministry of Education Annual Report 2013;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FJ;Fidji;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2013;;94.33;;;;;;;;;;Fiji - Ministry of Education Annual Report 2013;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FJ;Fidji;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;96.2;;;;;;;;"Unpublished document ";;Fiji Education Management Information System (FEMIS);
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FJ;Fidji;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;98;;;;;;;;;;Fiji Education Annual Report 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FJ;Fidji;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2016;;88.4;;;;;;;;"From 2017 SABER report; Official age- 14-18";;Fiji - MoE Website;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);M;Homme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;147.2;;;;;;;;From EPDC;;UIS Databank;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);M;Homme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2017;;140;;;;;;;;Enrolment figures for Term 1, 2017;;Niue - MOE - Niue Education Dept;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NR;Nauru;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);M;Homme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;44.6;;;;;;;;Upper secondary2015 RoN EMIS data;;Nauru - Department of Education, Education Digest 2014;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0426;Taux net de scolarisation dans l'enseignement secondaire (%);M;Homme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2011;;32;;;;;;;;2011 VEMIS Data;;Vanuatu-MOET Annual Statistical Report, 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0426;Taux net de scolarisation dans l'enseignement secondaire (%);M;Homme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;30;;;;;;;;2012 VEMIS Data;;Vanuatu-MOET Annual Statistical Report, 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0426;Taux net de scolarisation dans l'enseignement secondaire (%);M;Homme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2013;;34;;;;;;;;2013 VEMIS Data;;Vanuatu-MOET Annual Statistical Report, 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0426;Taux net de scolarisation dans l'enseignement secondaire (%);M;Homme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;32;;;;;;;;2014 VEMIS Data;;Vanuatu-MOET Annual Statistical Report, 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0426;Taux net de scolarisation dans l'enseignement secondaire (%);M;Homme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;33;;;;;;;;2015 VEMIS Data;;Vanuatu-MOET Annual Statistical Report, 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2000;;19.92;;;;;;;;;;SDD - Pacific Key Economic Indicators;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2001;;17.73;;;;;;;;;;SDD - Pacific Key Economic Indicators;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2002;;18.03;;;;;;;;;;SDD - Pacific Key Economic Indicators;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2003;;23.96;;;;;;;;;;SDD - Pacific Key Economic Indicators;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2004;;20.66;;;;;;;;;;SDD - Pacific Key Economic Indicators;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2005;;25.3;;;;;;;;;;SDD - Pacific Key Economic Indicators;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2006;;27.37;;;;;;;;;;SDD - Pacific Key Economic Indicators;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2007;;24.49;;;;;;;;;;SDD - Pacific Key Economic Indicators;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2008;;20.91;;;;;;;;;;SDD - Pacific Key Economic Indicators;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2009;;13.68;;;;;;;;;;SDD - Pacific Key Economic Indicators;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2010;;10.62;;;;;;;;;;SDD - Pacific Key Economic Indicators;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2011;;13.27;;;;;;;;;;SDD - Pacific Key Economic Indicators;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;17.67;;;;;;;;Total government expenditure 2012 - 107,320,000 A$. Government expenditure on education 2012 - 18,964,000 A$;;Off Hand Kiribati NSO;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2013;;18.19;;;;;;;;Total government expenditure 2013 - 105,623,000 A$. Government expenditure on education 2013- 19,213,000 A$;;Off Hand Kiribati NSO;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;KI;Kiribati;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2017;;10.5;;;;;;;;;;http-//www.mfed.gov.ki/sites/default/files/2017%20Supplementary%20Budget%20Final.pdfEstimated expenditures;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;1994;;92;;;;;;;;;;MDG Report - FSM 2010;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2005;;99;;;;;;;;;;FSM - MOE - National JEMCO Report 2005;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2006;;103;;;;;;;;;;FSM - MOE - National JEMCO Report 2006;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2007;;0;;;;;;;;2007 Report contains no data tables;;FSM - MOE - National JEMCO Report 2007;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2008;;101;;;;;;;;;;FSM - MOE - National JEMCO Report 2008;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2009;;100;;;;;;;;;;FSM - MOE - National JEMCO Report 2009;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2010;;100;;;;;;;;;;FSM - MOE - National JEMCO Report 2010;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2011;;100;;;;;;;;Female GER 118.74% male GER 119.08%. Based on enrolment data from 2011 JEMCO report and SDD pop estimates 2011 for official primary school age 6-13 years.;;FSM - MoE - National JEMCO Report 2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;94;;;;;;;;;;fedEMIS Online;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2013;;99;;;;;;;;;;fedEMIS OnlineGPI-GER;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;98;;;;;;;;;;fedEMIS OnlineGPI-GER;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;97;;;;;;;;;;fedEMIS OnlineGPI-GER;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2016;;98;;;;;;;;;;fedEMIS OnlineGPI-GER;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2017;;100;;;;;;;;;;fedEMIS OnlineGPI-GER;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2010;;25.6;;PERCENT;pourcents;;;;;;;UNESCO Institute of Statistics;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2011;;28.3;;PERCENT;pourcents;;;;;;;UNESCO Institute of Statistics;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;24.5;;PERCENT;pourcents;;;;;;;UNESCO Institute of Statistics;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;27.8;;PERCENT;pourcents;;;;;;;UNESCO Institute of Statistics;
